!exclamation-point	ekckʌəmeizənpoint
"close-quote	kʌoɤskwoɤt
"double-quote	dəbəʌkwoɤt
vacaville	vækəvıʌ
vacca	vækə
vaccarella	vakreʌə
vaccaro	vəkaroɤ
vaccina	vækcinə
vaccinate	vækcəneit
vaccinated	vækcəneitıd
vaccination	vækcəneizən
vaccinations	vækcəneizəns
vaccine	vækcin
vaccine's	vækcins
vaccines	vækcins
vaccinia	vətsiniə
vacco	vækoɤ
vacek	vatsek
vacha	vætsə
vachon	vætsən
vacillate	væcəʌeit
vacillated	væcəʌeitıd
vacillates	væcəʌeitc
vacillating	væcəʌeitıng
vacillation	væcəʌeizən
vaclav	vækʌav
vaclav(1)	vakʌav
vaclavik	vækʌəvık
vacuous	vækyuəc
vacutainer	vækyuteinr
vacuum	vækyum
vacuumed	vækyumd
vacuuming	vækyumıng
vacuums	vækyums
vadala	vadaʌə
vadas	vadas
vadehra	vədeirə
vaden	veidən
vader	veidr
vadim	vadim
vadnais	vədnei
vadney	vædni
vaeth	viħ
vagabond	væɡəband
vagabonds	væɡəbands
vagaries	veiɡris
vagary	veiɡri
vagelos	vədjeʌoɤc
vagina	vədjainə
vaginal	vədjainəʌ
vagrancy	veiɡrənci
vagrant	veiɡrənt
vagrants	veiɡrəntc
vague	veiɡ
vaguely	veiɡʌi
vagueness	veiɡnıc
vaguer	veiɡr
vaguest	veiɡıct
vaguine	vəɡwin
vahey	væhei
vahid	vahid
vahl	vaʌ
vahle	veihəʌ
vail	veiʌ
vailab	veiʌæb
vaile	veiʌ
vaillancourt	veiʌənkort
vain	vein
vainly	veinʌi
vajda	vaidə
vajna	vainə
vakuf	vækəf
val	væʌ
vala	vaʌə
valable	væʌəbəʌ
valade	vaʌadei
valadez	vaʌades
valasek	vəʌacek
valborga	vaʌborɡə
valcourt	vəʌkort
valda	vaʌdə
valdemar	vaʌdeimar
valderrama	vaʌderamə
valdes	væʌdes
valdes-perez	væʌdespres
valdeshari	væʌdezari
valdez	væʌdes
valdis	væʌdıc
valdivia	vaʌdiviə
valdosta	væʌdoctə
valdovinos	vaʌdoɤvinoɤs
vale	veiʌ
valea	vəʌiə
valeda	vaʌeidə
valedictorian	væʌədıktoriən
valedictory	væʌədıktri
valek	vaʌek
valence	veiʌənc
valencia	vəʌenciə
valencia's	vəʌenciəs
valencienne	vəʌencien
valens	væʌəns
valensuela	væʌənsweiʌə
valensuela's	væʌənsweiʌəs
valent	væʌənt
valenta	vəʌentə
valente	vaʌenti
valenti	vaʌenti
valentia	vaʌenzə
valentin	vaʌentin
valentina	vaʌentinə
valentine	væʌəntain
valentine's	væʌəntains
valentines	væʌəntains
valentini	væʌəntini
valentino	væʌəntinoɤ
valentino's	væʌəntinoɤs
valenza	vəʌensə
valenzano	væʌensanoɤ
valenzuela	vaʌensuʌə
valeo	væʌioɤ
valera	vəʌerə
valeri	vaʌeri
valeria	vəʌiriə
valerian	vəʌıriən
valeriano	vaʌrianoɤ
valerie	væʌri
valerio	vəʌirioɤ
valero	vəʌeroɤ
valery	væʌri
vales	veiʌs
valeska	vaʌeickə
valet	væʌei
valhalla	væʌhæʌə
valhi	væʌhi
valia	væʌyə
valiant	væʌyənt
valiantly	væʌyəntʌi
valid	væʌəd
valid(1)	væʌıd
valida	vaʌidə
validate	væʌədeit
validated	væʌədeitəd
validates	væʌədeitc
validating	væʌədeitıng
validation	væʌədeizən
valided	væʌədıd
validity	vəʌıdəti
validity(1)	vəʌıdıti
validly	væʌıdʌi
valiente	vaʌinti
valin	væʌın
valiquette	væʌıket
valis	væʌıc
valium	veiʌiəm
valk	vok
valko	væʌkoɤ
valla	væʌə
valladares	vaʌadarec
vallance	væʌənc
vallandingham	væʌəndınghæm
vallario	vaʌarioɤ
vallarta	væʌartə
vallas	væʌəs
valle	veiʌ
valleau	vəʌoɤ
vallee	væʌi
vallegrande	væʌiɡrændi
vallegrande(1)	væʌiɡrænd
vallejo	vaʌeiyoɤ
vallejos	vaʌeiyoɤs
vallely	veiʌi
vallely(1)	væʌi
vallery	væʌri
valles	veiʌs
vallette	væʌet
valley	væʌi
valley's	væʌis
valleys	væʌis
vallez	vaʌes
valli	væʌi
valliant	vaʌiənt
vallie	voʌi
vallier	væʌir
valliere	væʌier
vallis	væʌıc
vallo	væʌoɤ
vallone	vaʌoɤni
vallot	væʌət
valls	voʌs
valmeyer	væʌmair
valmont	voʌmant
valois	væʌwa
valone	vəʌoɤn
valonia	vəʌoɤnyə
valor	væʌr
valoree	væʌri
valores	vəʌores
valparaiso	væʌpreicoɤ
valsella	voʌceʌə
valspar	væʌspar
valtek	voʌtek
valtierra	vaʌtırə
valu	væʌyu
valuable	væʌyəbəʌ
valuable(1)	væʌyubəʌ
valuables	væʌyəbəʌs
valuables(1)	væʌyubəʌs
valuation	væʌyueizən
valuations	væʌyueizəns
value	væʌyu
valued	væʌyud
valueless	væʌyuʌəc
valuepoint	væʌyupoint
values	væʌyus
values'	væʌyus
valuevision	væʌyuvıjən
valuing	væʌyuıng
valujet	væʌyudjet
valujet's	væʌyudjetc
valukas	vəʌukəc
valvano	vaʌvanoɤ
valve	væʌv
valverde	vaʌverdei
valves	væʌvs
valvo	vaʌvoɤ
valvoline	væʌvəʌin
vamos	vamoɤs
vamp	væmp
vampire	væmpair
vampire's	væmpairs
vampires	væmpairs
vampiric	væmpırık
van	væn
vana	vænə
vanacker	vænækr
vanacore	vanakori
vanadium	vəneidiəm
vanaken	vænəkən
vanallen	vənoʌən
vanalstine	vænæʌctin
vanalstyne	vænəʌctain
vanaman	vænomən
vanamburg	vænæmbrɡ
vanamburgh	vænæmbrɡ
vanantwerp	vənæntwrp
vanarsdale	vænrsdeiʌ
vanarsdall	vənarcdəʌ
vanasse	vænæc
vanatta	vanatə
vanatter	vanætr
vanauken	vænaɤkən
vanausdall	vænaɤcdəʌ
vanbebber	vænbebr
vanbeek	vænbik
vanbenschoten	vænbenzətən
vanbergen	vænbrɡən
vanbibber	vænbıbr
vanblarcom	vænbʌarkəm
vanblaricom	vænbʌærıkəm
vanbrocklin	vænbrakʌın
vanbrunt	vænbrənt
vanburen	vænbyurən
vanbuskirk	vænbəckrk
vancamp	vænkæmp
vancampen	vænkæmpən
vance	vænc
vancil	væncəʌ
vancise	vantsaic
vancleave	vænkʌəv
vancleef	vænkʌif
vancleve	vænkʌiv
vancomycin	vænkoɤmaicın
vancott	vənkat
vancourt	vənkort
vancouver	vænkuvr
vancouver's	vænkuvrs
vancura	vankɤrə
vancuren	vænkyurən
vandaele	vændeʌ
vandagriff	vændæɡrıf
vandagriff(1)	vændəɡrıf
vandal	vændəʌ
vandalen	vændæʌən
vandalism	vændəʌısəm
vandalize	vændəʌais
vandalized	vændəʌaisd
vandalizing	vændəʌaisıng
vandall	vændoʌ
vandals	vændəʌs
vandam	vændæm
vandamme	vændæm
vande	vænd
vandeberg	vændəbrɡ
vandecar	vændəkar
vandegrift	vændəɡrıft
vandehei	vændəhai
vandehey	vændıhi
vandella	vændeʌə
vandellas	vændeʌəs
vandeman	vændəmən
vandemark	vændəmark
vanden	vændən
vandenberg	vændənbrɡ
vandenbergh	vændənbrɡ
vandenberghe	vændənbrɡ
vandenboom	vændənbum
vandenbos	vændənboɤs
vandenbosch	vændənboz
vandenbrink	vændənbrıngk
vandenburg	vændənbrɡ
vandenburgh	vændənbrɡ
vandenheuvel	vændənhoivəʌ
vander	vændr
vanderbeck	vændrbek
vanderbeek	vændrbik
vanderberg	vændrbrɡ
vanderbilt	vændrbıʌt
vanderburg	vændrbrɡ
vanderbush	vændrbɤz
vandercook	vændrkɤk
vanderford	vændrfrd
vandergriff	vændrɡrıf
vandergrift	vændrɡrıft
vandergrift's	vændrɡrıftc
vanderheide	vændrhaid
vanderheiden	vændrhaidən
vanderheyden	vændrheidən
vanderhoef	vændrhoɤf
vanderhoff	vændrhof
vanderhoof	vændrhɤf
vanderhorst	vændrhorct
vanderkolk	vændrkoɤk
vanderkooi	vændrkui
vanderlaan	vændrʌan
vanderleest	vændrəʌict
vanderlinde	vændrʌınd
vanderlinden	vændrʌındən
vanderlip	vændrʌıp
vandermark	vændrmark
vandermeer	vændrmır
vandermeulen	vændrmoiʌən
vandermolen	vændrmaʌən
vanderploeg	vændrpʌoɤɡ
vanderpoel	vændrpoɤʌ
vanderpol	vændrpoʌ
vanderpool	vændrpuʌ
vanderschaaf	vændrzaf
vanderslice	vændrcʌaic
vandersluis	vændrcʌuıc
vandersluis(1)	vændrcʌuc
vanderveen	vændrvin
vanderveer	vændrvır
vandervelde	vændrveʌd
vandervelden	vændrveʌdən
vandervliet	vændrvʌit
vandervoort	vændrvɤrt
vandervort	vændrvort
vanderwal	vændrwaʌ
vanderwall	vændrwaʌ
vanderweele	vændrwiʌ
vanderweide	vændrwaid
vanderwerf	vændrwrf
vanderwerff	vændrwrf
vanderwilt	vændrwıʌt
vanderwoude	vændrwaɤd
vanderzanden	vændrsændən
vanderzee	vændrsi
vandeusen	vændoicən
vandevander	vændəvændr
vandeveer	vændəvır
vandevelde	vændəveʌd
vandeven	vændəvən
vandevender	vændəvendr
vandeventer	vændəvəntr
vandever	vændivr
vandevoorde	vændəvɤrd
vandevoort	vændəvɤrt
vandewalker	vændəwokr
vandewalle	vændueiʌ
vandewater	vændəwotr
vandezande	vændəsınd
vandine	vændain
vandiver	vændaivr
vandivier	vændaivir
vandoren	vændorən
vandorn	vændorn
vandriel	vændriʌ
vandross	vændroc
vandunk	vændəngk
vandusen	vænducən
vanduyn	vændain
vanduyne	vændain
vanduzer	vændusr
vandyck	vændık
vandyk	vændık
vandyke	vændaik
vandyken	vændaikən
vandyne	vændain
vane	vein
vaneaton	vænətan
vanecek	vænecık
vaneck	vanek
vanegas	væniɡəs
vanek	vænek
vanella	vəneʌə
vanengen	vænengən
vanepps	vænepc
vanes	veins
vaness	vænəc
vanessa	vənecə
vanessen	vanıcən
vanetten	vænetən
vanevery	vənevri
vanfleet	vænfʌit
vanfossan	vænfacən
vanfossen	vænfacən
vang	væng
vangel	veingɡəʌ
vangelder	veingɡıʌdr
vangie	vængi
vangieson	vængɡisən
vangilder	vængɡıʌdr
vangorden	vængɡrdən
vangorder	vængɡrdr
vangorp	vængɡrp
vanguard	vænɡard
vanguard's	vænɡards
vanguilder	vænɡaiʌdr
vangundy	vəngɡəndi
vangy	vændji
vanhall	vænhoʌ
vanhandel	vænhændəʌ
vanhecke	vænhek
vanheel	vænhiʌ
vanhise	vænhais
vanhoesen	vænhoɤcən
vanhook	vænhɤk
vanhoose	vænhuc
vanhooser	vænhusr
vanhoozer	vænhusr
vanhorn	vænhorn
vanhorne	vænhorn
vanhousen	vænhaɤcən
vanhouten	vænhautən
vanhove	vænhəv
vanhoy	vænhoi
vanhuss	vænhəc
vanhyning	vænhainıng
vania	vaniə
vanier	vænir
vanik	vanık
vanilla	vənıʌə
vanilli	vənıʌi
vanillin	vənıʌın
vanish	vænız
vanished	vænızt
vanishes	vænızıs
vanishing	vænızıng
vanities	vænətis
vanity	vænəti
vanity(1)	vænıti
vankampen	vænkæmpən
vankeuren	vængkoirən
vankirk	vængkrk
vankleeck	vængkʌik
vankuren	vængkyurən
vanlandingham	vænʌændınghæm
vanlanen	vænʌænən
vanlaningham	vænʌænınghæm
vanleer	vænʌır
vanleeuwen	vænʌuən
vanleuven	vænʌoivən
vanliere	vænʌır
vanliew	vænʌiu
vanloan	vænʌoɤn
vanloo	vænʌu
vanlue	vænʌu
vanluven	vænʌuvən
vanmaanen	vænmanən
vanmarter	vænmartr
vanmatre	vænmeitr
vanmeter	vænmitr
vanmetre	vænmitr
vann	væn
vanna	vænə
vanname	vænəm
vannater	vænætr
vannatta	vanatə
vannatter	vænætr
vannatter's	vænætrs
vannelli	vaneʌi
vanness	vænic
vannest	vænict
vannguyen	vænɡiən
vannguyen(1)	vænuyen
vanni	væni
vannice	vænıc
vannie	væni
vannorman	vænormən
vannortwick	vənortwık
vannostrand	vænactrənd
vannote	vænoɤt
vannoy	vænoi
vannucci	vanutsi
vanny	væni
vano	vanoɤ
vanora	vænrə
vanorden	vænordən
vanorder	vænordr
vanorman	vænormən
vanornum	vænornəm
vanosdol	vænacdəʌ
vanoss	vænac
vanostrand	vænactrənd
vanous	vænəc
vanover	vænoɤvr
vanpatten	vænpætən
vanpelt	vænpeʌt
vanputten	vænpətən
vanquish	vængkwız
vanquished	vængkwızt
vanriper	vænraipr
vanroekel	vænroɤkəʌ
vanrossum	vænracəm
vanryn	vænrın
vans	væns
vansandt	væncænt
vansant	vancənt
vanschaick	vænzaik
vanschoick	vænzoik
vansciver	vænckaivr
vanscoy	vænckoi
vanscoyoc	vænckoiak
vanscyoc	vænciak
vanselow	væncıʌoɤ
vansickel	væncıkəʌ
vansickle	væncıkəʌ
vanskike	vænckaik
vanskiver	vænckaivr
vanslooten	væncʌutən
vanslyke	væncʌaik
vanstone	vænctoɤn
vanstory	vænctori
vanstraten	vænctreitən
vansyckle	væncaikəʌ
vantage	væntədj
vantage(1)	væntıdj
vantage's	væntıdjıs
vantages	væntıdjıs
vantages(1)	vænıdjıs
vantassel	væntæcəʌ
vantassell	væntæcəʌ
vantil	vantiʌ
vantilburg	væntıʌbrɡ
vantine	vantini
vantol	væntoʌ
vantran	væntræn
vantrease	vəntric
vantreese	væntric
vantuyl	væntaiʌ
vanuaaku	vænwəaku
vanuatu	vænuatu
vanunu	vənunu
vanvalkenburg	vænvokənbrɡ
vanvalkenburgh	vænvæʌkınbrɡ
vanveen	vənvin
vanvlack	vænvʌæk
vanvleck	vænvʌek
vanvleet	vænvʌit
vanvliet	vænvʌit
vanvooren	vænvɤrən
vanvoorhis	vænvɤrhıc
vanvoorst	vænvɤrct
vanvorst	vænvorct
vanvranken	vænvrængkən
vanwagenen	vænwæɡənən
vanwagner	vænwæɡnr
vanwagoner	vænwæɡənr
vanwart	vænwort
vanwert	vænwrt
vanwey	vænwi
vanwhy	vænwi
vanwie	vænwi
vanwieren	vænwırən
vanwinkle	vænwıngkəʌ
vanwormer	vænwrmr
vanwyck	vænwık
vanwyhe	vænwaih
vanwyk	vænwık
vanya	vanyə
vanya's	vanyəs
vanyo	vanyoɤ
vanzandt	vænsænt
vanzant	vansənt
vanzanten	vænsæntən
vanzee	vansi
vanzile	vansaiʌ
van_gogh	vænɡoɤ
vapid	væpıd
vapor	veipr
vaporization	veiprəseizən
vaporize	veiprais
vaporized	veipraisd
vapors	veiprs
vaporware	veiprwer
vaquera	vakwerə
vara	varə
varady	vradi
varani	vrani
varano	varanoɤ
varble	varbəʌ
varco	varkoɤ
vardeman	vardmən
varden	vardən
vardon	vardon
varela	vareiʌə
vares	varec
vares(1)	veirs
varga	varɡə
vargas	varɡəc
vargason	varɡəcən
varghese	varɡis
vargo	varɡoɤ
vari	vari
variability	veriəbıʌıti
variable	veriəbəʌ
variables	veriəbəʌs
variably	veriəbʌi
varian	veriən
variance	veriənc
variances	veriəncıs
variant	veriənt
variants	veriəntc
variation	verieizən
variations	verieizəns
varick	verık
varied	verid
variegate	verıɡeit
variegated	verıɡeitəd
varies	veris
varietal	vritəʌ
varietals	vraiətəʌs
varieties	vraiətis
variety	vraiəti
varig	verıɡ
varin	varin
varina	varinə
various	veriəc
variously	veriəcʌi
varisco	varickoɤ
varitronic	verıtranık
varity	verıti
varity's	verıtis
varityper	verıtaipr
varlam	varʌæm
varlen	varʌən
varley	varʌi
varma	varmə
varmint	varmınt
varmus	varməc
varn	varn
varnado	varnadoɤ
varnadoe	varnadoɤ
varnadore	varnadorei
varnell	varnəʌ
varner	varnr
varnes	varns
varney	varni
varni	varni
varnish	varnız
varnished	varnızt
varnishes	varnızəs
varnishes(1)	varnızıs
varnon	varnon
varnum	varnəm
varo	veroɤ
varo(1)	varoɤ
varon	varon
varona	varoɤnə
varone	vroɤn
varricchio	varikioɤ
varrone	varoɤnei
vars	vars
varsity	varcıti
vartanian	varteiniən
varvaro	varvaroɤ
varvel	varveʌ
varves	varvs
vary	veri
varying	veriıng
varzi	varsi
vasbinder	væcbındr
vasbinder(1)	væcbaindr
vasco	væckoɤ
vasconcellos	væckənceʌoɤs
vasconcelos	vackoɤnceiʌoɤs
vascular	væckyəʌr
vase	veic
vase(1)	vas
vasectomies	væsektəmis
vasectomies(1)	væcektəmis
vasectomy	væsektəmi
vasectomy(1)	væcektəmi
vasek	vacek
vaseline	væcəʌin
vases	veicəs
vases(1)	vasıs
vasey	væci
vashinsky	vəzıncki
vashti	væzti
vasicek	vacıtsek
vasil	vaciʌ
vasile	vacəʌ
vasily	væcəʌi
vaske	veick
vaskevitch	væckəvıts
vasko	vackoɤ
vaslev	vacʌıv
vaslov	væcʌav
vaslov's	væcʌavs
vasotec	veisoɤtek
vasques	vackwec
vasquez	væckes
vass	væc
vassal	væcəʌ
vassallo	vacaʌoɤ
vassals	væcəʌs
vassar	væcr
vassel	væcəʌ
vasser	væcr
vasseur	væcr
vassey	væci
vassilios	vəcıʌyəc
vassiliou	væcıʌiu
vassily	vəcıʌi
vast	væct
vasta	væctə
vastine	vactini
vastly	væctʌi
vastness	væctnəc
vastola	vactoɤʌə
vat	væt
vater	veitr
vath	væħ
vatican	vætıkən
vatican's	vætıkəns
vats	vætc
vatted	vætıd
vatter	vætr
vaudeville	vadvıʌ
vaudevillian	vadvıʌyən
vaugh	vo
vaughan	von
vaughan's	vons
vaughn	von
vaughn's	vons
vaughns	vons
vaught	vot
vault	voʌt
vaulted	voʌtəd
vaulted(1)	voʌtıd
vaulting	voʌtıng
vaults	voʌtc
vaunted	vontıd
vaupel	vaɤpeʌ
vause	voc
vaux	vokc
vauxhall	vakchoʌ
vavra	vævrə
vavrek	vavrek
vawter	votr
vax	vækc
vaxes	vækcıs
vaxstation	vækcteizən
vayda	veidə
vaz	væs
vazquez	væckes
ve	vi
ve(1)	vii
veach	vits
veal	viʌ
veale	viʌ
veals	viʌs
veasey	visi
veasley	visʌi
veatch	vits
veazey	visi
veazie	visi
veba	vibə
vecchiarelli	vekiareʌi
vecchio	vekioɤ
vecchione	vekioɤni
vecci	vetsi
vecellio	vetseʌioɤ
vector	vektr
vectors	vektrs
vectra	vektrr
veda	veidə
vedder	vedr
vedette	vıdet
vedis	veidıc
vedula	veduʌə
vee	vi
veech	vits
veeco	vikoɤ
veeder	vidr
veegenan	viɡənən
veen	vin
veenstra	vinctrə
veep	vip
veer	vır
veered	vırd
veering	vırıng
veers	vırs
vees	vis
vega	veiɡə
vegan	veɡən
vegans	veɡəns
vegas	veiɡəc
vegemite	vedjəmait
vegesna	veɡecnə
vegetable	vedjtəbəʌ
vegetables	vedjtəbəʌs
vegetal	vedjətəʌ
vegetarian	vedjəteriən
vegetarianism	vedjəteriənısəm
vegetarians	vedjəteriəns
vegetate	vedjəteit
vegetation	vedjəteizən
vegetative	vedjəteitıv
veggie	vedji
veggies	vedjis
vegh	veɡ
vegisnax	vəɡıcnækc
vehemence	viəmənc
vehemence(1)	vəhimənc
vehement	viəmənt
vehement(1)	vəhimənt
vehemently	viəməntʌi
vehemently(1)	vəhiməntʌi
vehicle	vihıkəʌ
vehicle(1)	viıkəʌ
vehicle's	vihıkəʌs
vehicles	vihıkəʌs
vehicles(1)	viıkəʌs
vehicles'	vehıkəʌs
vehicular	vihıkyəʌr
veiga	veiɡə
veigel	vaiɡəʌ
veil	veiʌ
veiled	veiʌd
veiling	veiʌıng
veillette	vəʌet
veilleux	vəʌoɤ
veilleux(1)	veiʌoɤ
veillon	veiʌən
veils	veiʌs
vein	vein
veins	veins
veira	veirə
veit	vit
veitch	vaits
veith	viħ
vela	veʌə
velagrande	veʌəɡrandei
velagrande's	veʌəɡrandeis
velarde	veʌardi
velardi	veʌardi
velardo	veiʌardoɤ
velasco	veʌackoɤ
velasquez	veʌæckes
velayati	veʌaiati
velazco	vəʌæckoɤ
velazquez	veʌæckes
velcro	veʌkroɤ
velda	veʌdə
veldhuizen	veʌdhısən
veldman	veʌdmən
veley	veʌi
velez	veʌes
velie	veʌi
velika	veʌıkə
veliotis	veʌioɤtıc
veliz	veʌıs
vella	veʌə
vellucci	veʌutsi
velma	veʌmə
velo	veʌoɤ
velobind	veʌəbınd
velobind(1)	veʌoɤbaind
velociraptor	vəʌocəræptr
velocities	vəʌacətis
velocity	vəʌacəti
veloso	veʌoɤcoɤ
velotta	veʌoɤtə
veloz	veiʌoɤs
velsicol	veʌcıkaʌ
velte	veʌt
velten	veʌtən
veltman	veʌtmən
veltre	veʌtr
veltri	veʌtri
velveeta	veʌvitə
velvet	veʌvət
velvety	veʌvəti
vemich	vemıts
vempala	vempaʌə
vena	vinə
venable	venəbəʌ
venables	venəbəʌs
venacuro	venəkyɤroɤ
venal	vinəʌ
venality	vınæʌıti
venalum	venəʌəm
venango	venængɡoɤ
venard	venrd
vencill	vencıʌ
vencor	venkor
vendee	vendi
vendela	vendeʌə
vendetta	vendetə
vendettas	vendetəs
vendetti	vendeti
vending	vendıng
venditti	venditi
vendo	vendoɤ
vendome	vendoɤm
vendome(1)	vandoɤm
vendor	vendr
vendor's	vendrs
vendors	vendrs
vendors'	vendrs
veneer	vənır
veneers	vənırs
venegas	venıɡəs
venema	venımə
venerable	venrəbəʌ
venerate	venreit
venerated	venreitıd
venerates	venreitc
venerating	venreitıng
veneration	venreizən
venereal	vənıriəʌ
venetian	vənizən
veney	veni
venezia	venesiə
veneziano	venesianoɤ
venezuela	venısweiʌə
venezuela's	venısweiʌəs
venezuelan	venısweiʌən
venezuelans	venısweiʌəns
vengeance	vendjənc
vengeful	vendjfəʌ
venice	venəc
venice(1)	venıc
venice's	venıcıs
venier	vinir
venison	venəcən
venita	venitə
venkatesh	venkatez
venn	ven
vennard	venrd
venne	ven
venneman	venmən
venner	venr
vennick	venık
venning	venıng
veno	veinoɤ
venom	venəm
venomous	venəməc
venous	vinəc
vensel	vencəʌ
venson	vencən
vent	vent
ventech	ventek
vented	ventıd
venter	ventr
venters	ventrs
venti	venti
ventilate	ventəʌeit
ventilate(1)	venəʌeit
ventilated	ventəʌeitıd
ventilated(1)	venəʌeitıd
ventilating	ventəʌeitıng
ventilating(1)	venəʌeitıng
ventilation	ventəʌeizən
ventilation(1)	venəʌeizən
ventilator	ventəʌeitr
ventilator(1)	venəʌeitr
ventimiglia	ventımıɡʌiə
venting	ventıng
ventner	ventnr
vento	ventoɤ
ventola	ventoɤʌə
ventral	ventrəʌ
ventre	ventr
ventrella	ventreʌə
ventres	ventrs
ventresca	ventreckə
ventress	ventrıc
ventricular	ventrıkyuʌr
ventritex	ventrıtekc
vents	ventc
ventura	ventsrə
ventura(1)	ventɤrə
venture	ventsr
venture's	ventsrs
ventured	ventsrd
venturella	ventɤreʌə
ventures	ventsrs
ventures'	ventsrs
venturesome	ventsrcəm
venturi	ventɤri
venturian	ventɤriən
venturing	ventsrıng
venturini	ventɤrini
venturino	ventɤrinoɤ
venue	venyu
venues	venus
venus	vinəc
venuti	venuti
venuto	venutoɤ
venzke	vensk
ver	vr
vera	verə
veracity	vræcıti
veranda	vrændə
verandas	vrændəs
veras	verəs
verb	vrb
verba	verbə
verbal	vrbəʌ
verbalize	vrbəʌais
verbalizing	vrbəʌaisıng
verbally	vrbæʌi
verbatim	vrbeitəm
verbeck	vrbek
verbeek	vrbik
verbeke	vrbık
verbena	vrbinə
verbiage	vrbiıdj
verble	vrbəʌ
verboon	vrbun
verboons	vrbuns
verboten	vrboɤtən
verbrugge	vrbrəɡ
verbs	vrbs
verburg	vrbrɡ
vercammen	vrkæmən
vercher	vrkr
verda	verdə
verdant	vrdənt
verde	vrdi
verderame	vrdrəm
verderber	vrdrbr
verderosa	vrdroɤcə
verdes	vrdi
verdi	verdi
verdi's	vrdis
verdict	vrdıkt
verdicts	vrdıktc
verdier	vrdir
verdin	vrdın
verdinsgang	vrdıncɡæng
verdon	verdon
verdon(1)	vrdən
verdone	verdoɤnei
verdugo	vrduɡoɤ
verduin	verduın
verdun	vrdən
verduzco	vrduskoɤ
vere	vır
vereb	verıb
vereen	vırin
vereinsbank	vrainsbængk
verena	vreinə
verene	verin
veres	virs
verex	verəkc
verga	verɡə
vergara	vrɡarə
verge	vrdj
verges	vrdjıs
verges(1)	vrdjis
verges's	vrdjısıs
verges's(1)	vrdjisıs
vergesh	vrɡez
vergesh's	vrɡezıc
vergil	vrdjəʌ
verging	vrdjıng
vergresh	vrɡrez
vergresh's	vrɡrezıc
verhage	vrhıdj
verhagen	vrhəɡən
verhey	vrhi
verhoef	vrhoɤf
verhoeven	vrhoɤvən
verhoff	vrhof
verhofstadt	vrhofctæt
verhulst	vrhəʌct
veribanc	verıbængk
verifiable	verəfaiəbəʌ
verification	verəfəkeizən
verified	verəfaid
verifies	verəfais
verify	verəfai
verifying	verəfaiıng
verina	vrinə
verine	vrini
verisimilitude	verəcəmıʌətud
verit	verıt
veritable	verıtəbəʌ
veritably	verıtəbʌi
verities	verətis
verity	verəti
verity(1)	verıti
verity's	verətis
verkuilen	vrkəʌən
verla	verʌə
verlag	vrʌæɡ
verleger	vrʌəɡr
verley	vrʌi
verma	vermə
vermeer	vrmır
vermette	vrmet
vermeulen	vrmoiʌən
vermilion	vrmıʌyən
vermillion	vrmıʌyən
vermilya	vrmiʌyə
vermilyea	vrmiʌyə
vermin	vrmın
vermont	vrmant
vermont's	vrmantc
vermonter	vrmantr
vermonters	vrmantrs
vermouth	vrmuħ
vern	vrn
verna	vrnə
vernacular	vrnækyəʌr
vernal	vrnəʌ
verne	vrn
verner	vrnr
vernes	vrns
verneta	vrnetə
verney	vrni
vernick	vrnık
vernier	vrnir
vernis	vrnıc
vernita	vrnitə
vernitron	vrnıtran
verno	vernoɤ
vernon	vrnən
vernon's	vrnəns
vernonia	vrnoɤniə
vernor	vrnr
vero	veroɤ
veroa	vroɤə
veron	verən
verona	vroɤnə
veronda	verandə
veronica	vranıkə
veronique	veranik
veronis	veroɤnıc
verrall	verəʌ
verrastro	veræctroɤ
verrell	vereiʌ
verret	vereit
verrett	verıt
verrette	vret
verri	veri
verrier	verir
verrill	veriʌ
verrilli	vriʌi
verry	veri
vers	vrc
versa	vrcə
versace	vrcatsei
versace(1)	vrcatsi
versace's	vrcatseis
versace's(1)	vrcatsis
versailles	vercai
versailles(1)	verceiʌs
versatile	vrcətəʌ
versatile(1)	vrcətaiʌ
versatility	vrcətıʌəti
verse	vrc
versed	vrct
verser	vrcr
verses	vrcəs
verses(1)	vrcıs
versicherung	vrcıtsrəng
versicherungs	vrcıtsrəngs
version	vrjən
versions	vrjəns
versluis	vrcʌuıs
versteeg	vrctiɡ
verstraete	vrctret
versus	vrcəc
versus(1)	vrcəs
vert	vrt
vertebra	vrtəbrə
vertebrae	vrtəbrei
vertebral	vrtəbrəʌ
vertebrate	vrtəbreit
vertebrates	vrtəbreitc
vertel	vrteʌ
vertel's	vrteʌs
vertex	vrtekc
vertibrak	vrtəbræk
vertical	vrtıkəʌ
vertically	vrtıkʌi
vertices	vrtıcis
verticom	vrtıkam
vertigo	vrtıɡoɤ
vertol	vrtaʌ
vertrees	vrtris
vertucci	vrtutsi
vertz	vrtc
verve	vrv
verville	vrvıʌ
verwey	vrwi
verwoerd	vrword
very	veri
vescinoid	vecınoid
vescio	vecioɤ
vesco	veckoɤ
vesel	vecəʌ
veselka	veiceiʌkə
vesely	visʌi
vesey	veci
vesicle	vesıkəʌ
vesicles	vesıkəʌs
vesmen	vecmən
vesna	vecnə
vespa	veicpə
vesper	vecpr
vespera	veicperə
vess	vec
vessel	vecəʌ
vessel's	vecəʌs
vessell	vecəʌ
vessels	vecəʌs
vessels's	vecəʌsıs
vesser	vecr
vessey	veci
vest	vect
vesta	vectə
vestal	vectəʌ
vestar	vectr
vested	vectəd
vested(1)	vectıd
vester	vectr
