!exclamation-point       ɛksklʌmeɪʃʌnpɔɪnt        
"close-quote             kloʊzkwoʊt               
isaac                    aɪzʌk                    
isaac(1)                 aɪzɪk                    
isaacks                  ɪsɑks                    
isaacs                   aɪzɪks                   
isaacson                 aɪzɪksʌn                 
isaak                    ɪsɑk                     
isaak(1)                 aɪzæk                    
isabel                   ɪzʌbɛl                   
isabell                  ɪsɑbɛl                   
isabella                 ɪzʌbɛlʌ                  
isabelle                 ɪzʌbɛl                   
isackson                 ɪsʌksʌn                  
isadore                  ɪsɑdɔɹeɪ                 
isadore(1)               ɪsɑdɔɹ                   
isaiah                   aɪzeɪʌ                   
isaksen                  ɪsʌksʌn                  
isakson                  ɪsʌksʌn                  
isaly                    aɪzli                    
isaly(1)                 aɪsli                    
isautier                 aɪsɔtjɹ̩                 
isay                     aɪseɪ                    
isbell                   ɪsbɛl                    
isbill                   ɪsbɪl                    
iscariot                 ɪskɛɹiʌt                 
isch                     ɪʃ                       
ischemia                 ɪskɛmiʌ                  
ischo                    iʃoʊ                     
ise                      aɪz                      
iselin                   ɪsɪlɪn                   
iseman                   aɪsmʌn                   
iseminger                ɪsimɪŋɹ̩                 
isenberg                 aɪzʌnbɹ̩ɡ                
isenhart                 aɪzʌnhɑɹt                
isenhour                 ɪsɪnaʊɹ                  
isenhower                ɪsɪnhoʊɹ̩                
isensee                  aɪzʌnsi                  
isentrope                aɪzʌntɹoʊp               
isentropic               aɪzʌntɹɑpʌk              
iser                     aɪzɹ̩                    
isetan                   ɪsɪtʌn                   
isgrigg                  ɪsɡɹɪɡ                   
isgro                    isɡɹoʊ                   
isgur                    ɪsɡɹ̩                    
ish                      ɪʃ                       
isham                    ɪʃʌm                     
ishaq                    ɪʃæk                     
ishee                    ɪʃi                      
isherwood                ɪʃɹ̩wʊd                  
ishi                     ɪʃi                      
ishi's                   ɪʃiz                     
ishibashi                ɪʃibɑʃi                  
ishida                   ɪʃidɑ                    
ishihara                 ɪʃihɑɹɑ                  
ishii                    ɪʃii                     
ishikawa                 ɪʃikɑwɑ                  
ishikawajima             iʃɪkɑwʌdʒimɑ             
ishikura                 ɪʃɪkʊɹɑ                  
ishimura                 iʃɪmuɹɑ                  
ishler                   ɪʃlɹ̩                    
ishmael                  ɪʃmil                    
ishmael(1)               ɪʃmeɪl                   
ishmail                  ɪʃmeɪl                   
ishman                   ɪʃmʌn                    
ishtar                   ɪʃtɑɹ                    
isidore                  ɪzɪdɔɹ                   
isikoff                  ɪzʌkɔf                   
isis                     aɪsʌs                    
iskra                    ɪskɹʌ                    
isla                     ilʌ                      
islam                    ɪslɑm                    
islam(1)                 ɪzlʌm                    
islam(2)                 ɪslɑm                    
islam's                  ɪslɑmz                   
islam's(1)               ɪslɑmz                   
islamabad                ɪslæmʌbæd                
islamabad's              ɪslæmʌbædz               
islami                   ɪzlɑmi                   
islamic                  ɪzlɑmɪk                  
islamically              ɪzlɑmɪkli                
islamist                 ɪslʌmɪst                 
islamists                ɪslʌmɪsts                
islamiya                 ɪslɑmiʌ                  
islamization             ɪzlɑmʌzeɪʃʌn             
island                   aɪlʌnd                   
island's                 aɪlʌndz                  
islander                 aɪlʌndɹ̩                 
islanders                aɪlʌndɹ̩z                
islandia                 aɪlændiʌ                 
islands                  aɪlʌndz                  
islands'                 aɪslʌndz                 
islas                    aɪlʌz                    
isle                     aɪl                      
isleen                   aɪlin                    
isler                    aɪlɹ̩                    
isles                    aɪlz                     
islet                    aɪlɪt                    
islets                   aɪlɪts                   
isley                    aɪzli                    
islip                    aɪslɪp                   
ism                      ɪzʌm                     
ismael                   ɪsmeɪl                   
ismail                   ɪsmeɪl                   
isms                     ɪzʌmz                    
isn't                    ɪzʌnt                    
isn't(1)                 ɪzʌnt                    
isn't(2)                 ɪzʌn                     
isner                    ɪsnɹ̩                    
isobel                   aɪsɔbɛl                  
isocyanate               aɪsʌsaɪʌneɪt             
isoda                    isoʊdʌ                   
isoelectronic            aɪsoʊɪlɛktɹɑnɪk          
isoelectronic(1)         aɪsoʊilɛktɹɑnɪk          
isoetec                  aɪsoʊtɛk                 
isogenic                 aɪsoʊdʒɛnʌk              
isola                    aɪsɑlʌ                   
isolate                  aɪsʌleɪt                 
isolated                 aɪsʌleɪtʌd               
isolated(1)              aɪsʌleɪtɪd               
isolates                 aɪsʌleɪts                
isolating                aɪsʌleɪtɪŋ               
isolation                aɪsʌleɪʃʌn               
isolationism             aɪsʌleɪʃʌnɪzʌm           
isolationist             aɪsʌleɪʃʌnʌst            
isolationists            aɪsʌleɪʃʌnɪsts           
isolationists(1)         aɪsʌleɪʃʌnɪs             
isolde                   ɪsoʊldʌ                  
isolde(1)                ɪsoʊld                   
isom                     aɪsʌm                    
isomedix                 aɪsoʊmɛdɪks              
isomedix's               aɪsoʊmɛdɪksɪz            
isomedix's(1)            aɪsoʊmɛdɪks              
isomer                   aɪsʌmɹ̩                  
isomers                  aɪsʌmɹ̩z                 
isomorphism              aɪsʌmɔɹfɪzʌm             
ison                     ɪsʌn                     
isoprinosine             ɪsʌpɹɪnʌsin              
isosceles                aɪsɔsʌliz                
isothermal               aɪsʌθɹ̩mʌl               
isotoner                 ɪzoʊtʌnɹ̩                
isotoner(1)              aɪsoʊtoʊnɹ̩              
isotonic                 aɪsʌtɑnɪk                
isotope                  aɪsʌtoʊp                 
isotopes                 aɪsʌtoʊps                
isotopic                 aɪsʌtɑpɪk                
isoxicam                 ɪsɑksɪkʌm                
ispra                    ɪspɹʌ                    
israel                   ɪzɹiʌl                   
israel(1)                ɪzɹeɪl                   
israel's                 ɪzɹeɪlz                  
israel's(1)              ɪzɹiʌlz                  
israeli                  ɪzɹeɪli                  
israeli's                ɪzɹeɪliz                 
israelis                 ɪzɹeɪliz                 
israelis'                ɪzɹeɪliz                 
israelite                ɪzɹʌlaɪt                 
israelites               ɪzɹʌlaɪts                
israeloff                ɪsɹeɪlɔf                 
israelson                ɪsɹɛlsʌn                 
israhi                   ɪzɹɑhi                   
isringhouser             ɪsɹɪŋhaʊzɹ̩              
issa                     ɪsʌ                      
issac                    ɪsʌk                     
issac(1)                 aɪzɪk                    
issah                    ɪsʌ                      
issam                    ɪsʌm                     
issar                    isɑɹ                     
issie                    ɪsi                      
issing                   ɪsɪŋ                     
issuable                 ɪʃuʌbʌl                  
issuance                 ɪʃuʌns                   
issuances                ɪʃuʌnsɪz                 
issue                    ɪʃu                      
issue's                  ɪʃuz                     
issued                   ɪʃud                     
issueless                ɪʃulʌs                   
issuer                   ɪʃuɹ̩                    
issuer's                 ɪʃuɹ̩z                   
issuers                  ɪʃuɹ̩z                   
issuers'                 ɪsuɹz                    
issues                   ɪʃuz                     
issues'                  ɪsuz                     
issuing                  ɪʃuɪŋ                    
issy                     ɪsi                      
istanbul                 ɪstɑnbul                 
istat                    ɪstæt                    
istel                    ɪstɛl                    
istel's                  ɪstɛlz                   
isthmus                  ɪsmʌs                    
istituto                 ɪstɪtutoʊ                
istook                   ɪstʊk                    
istre                    ɪstɹ̩                    
isty                     ɪsti                     
isty(1)                  aɪɛstiwaɪ                
isu                      ɪsu                      
isu(1)                   aɪɛsju                   
isuzu                    ɪsuzu                    
it                       ɪt                       
it(1)                    ɪt                       
it'd                     ɪtʌd                     
it'll                    ɪtʌl                     
it'll(1)                 ɪtl                      
it's                     ɪts                      
it's(1)                  ɪts                      
it-wit                   ɪtwɪt                    
ita                      aɪtʌ                     
ita(1)                   aɪtieɪ                   
italia                   itæliʌ                   
italia(1)                ɪtæljʌ                   
italian                  ɪtæljʌn                  
italiana                 ɪtæliænʌ                 
italianate               ɪtæljʌneɪt               
italiano                 ɪtɑliɑnoʊ                
italians                 ɪtæljʌnz                 
italic                   aɪtælɪk                  
italics                  aɪtælɪks                 
italish                  ɪtælɪʃ                   
italtel                  ɪtæltɛl                  
italy                    ɪtʌli                    
italy's                  ɪtʌliz                   
itamar                   itʌmɑɹ                   
itami                    ɪtɑmi                    
itar                     itɑɹ                     
itasca                   aɪtæskɑ                  
itch                     ɪtʃ                      
itches                   ɪtʃʌz                    
itches(1)                ɪtʃɪz                    
itching                  ɪtʃɪŋ                    
itchy                    ɪtʃi                     
itek                     aɪtɛk                    
itel                     aɪtɛl                    
item                     aɪtʌm                    
itemize                  aɪtʌmaɪz                 
itemized                 aɪtʌmaɪzd                
itemizer                 aɪtʌmaɪzɹ̩               
itemizers                aɪtʌmaɪzɹ̩z              
itemizes                 aɪtʌmaɪzɪz               
itemizing                aɪtʌmaɪzɪŋ               
items                    aɪtʌmz                   
iten                     aɪtʌn                    
iteration                ɪtʌɹeɪʃʌn                
iterations               ɪtʌɹeɪʃʌnz               
iterative                ɪtɹ̩eɪtɪv                
ithaca                   ɪθʌkʌ                    
ithaca's                 ɪθʌkʌz                   
itinerant                aɪtɪnɹ̩ʌnt               
itineraries              aɪtɪnɹ̩ɛɹiz              
itinerary                aɪtɪnɹ̩ɛɹi               
itkin                    ɪtkɪn                    
ito                      itoʊ                     
ito(1)                   itoʊ                     
ito's                    itoʊz                    
ito's(1)                 itoʊz                    
itochu                   itoʊtʃu                  
itoh                     itoʊ                     
its                      ɪts                      
its(1)                   ɪts                      
itself                   ɪtsɛlf                   
itstee                   ɪtsti                    
itsy                     ɪtsi                     
itsy-bitsy               ɪtsibɪtsi                
ittner                   ɪtnɹ̩                    
itty                     ɪti                      
itty-bitty               ɪtibɪti                  
itunes                   aɪtunz                   
itzhak                   ɪtsɑk                    
itzhak(1)                ɪtsæk                    
itzhak(2)                ɪtshæk                   
itzkowitz                ɪtskʌwɪts                
iuliano                  iuliɑnoʊ                 
iuliano(1)               juliɑnoʊ                 
iva                      ivʌ                      
ivaco                    aɪvʌkoʊ                  
ivan                     aɪvʌn                    
ivana                    ɪvɑnʌ                    
ivancic                  ɪvæŋkɪk                  
ivane                    ɪvʌn                     
ivanhoe                  aɪvʌnhoʊ                 
ivanko                   ivɑnkoʊ                  
ivanna                   ɪvɑnʌ                    
ivanoff                  ɪvʌnɔf                   
ivanov                   ɪvʌnɑv                   
ivanyenko                aɪvʌnjɛnkoʊ              
ivar                     ɪvɹ̩                     
ivatans                  aɪvʌtʌnz                 
ivax                     aɪvæks                   
iven                     aɪvʌn                    
ivens                    aɪvʌnz                   
iver                     aɪvɹ̩                    
ivern                    aɪvɹ̩n                   
ivers                    aɪvɹ̩z                   
iversen                  ɪvɹ̩sʌn                  
iverson                  aɪvɹ̩sʌn                 
ivery                    aɪvɹ̩i                   
ives                     aɪvz                     
ivester                  aɪvɛstɹ̩                 
ivey                     aɪvi                     
ivie                     aɪvi                     
ivins                    ɪvɪnz                    
ivo                      aɪvoʊ                    
ivor                     aɪvɹ̩                    
ivorian                  aɪvɔɹiʌn                 
ivorians                 aɪvɔɹiʌnz                
ivory                    aɪvɹ̩i                   
ivory(1)                 aɪvɹi                    
ivory-coast              aɪvɹ̩ikoʊst              
ivory-coast(1)           aɪvɹikoʊst               
ivy                      aɪvi                     
iwai                     aɪwaɪ                    
iwaki                    aɪwɑki                   
iwamoto                  ɪwɑmoʊtoʊ                
iwan                     iwɑn                     
iwanicki                 ɪvʌnɪtski                
iwanski                  ɪvænski                  
iwasaki                  iwɑsɑki                  
iwata                    iwɑtɑ                    
iwate                    aɪweɪt                   
iwen                     ɪwʌn                     
iwerks                   aɪwɹ̩ks                  
iwinski                  ɪvɪnski                  
iwo                      aɪwoʊ                    
iwosaki                  iwɔsɑki                  
ixion                    ɪksaɪʌn                  
iyer                     aɪɹ̩                     
izaguirre                ɪzʌɡwɪɹeɪ                
izaguirre(1)             ɪzʌɡwaɪɹ                 
izansky                  ɪzænski                  
izansky's                ɪzænskiz                 
izard                    ɪzɹ̩d                    
izatt                    izɑt                     
izetbegovic              ɪzɛtbɛɡoʊvɪtʃ            
izetbegovic's            ɪzɛtbɛɡoʊvɪtʃɪz          
izod                     aɪzɑd                    
izquierdo                ɪzkwɪɹdoʊ                
izumi                    ɪzumi                    
izvestia                 ɪzvɛstiʌ                 
izzard                   ɪzɹ̩d                    
izzi                     ɪzi                      
izzo                     ɪzoʊ                     
izzy                     ɪzi                      
izzy's                   ɪziz                     
i_p                      ɪpi                      
i_r_a                    aɪɑɹeɪ                   
j                        dʒeɪ                     
j's                      dʒeɪz                    
j.                       dʒeɪ                     
j.'s                     dʒeɪz                    
ja                       jɑ                       
jaan                     jɑn                      
jaan(1)                  dʒæn                     
jab                      dʒæb                     
jabah                    dʒæbʌ                    
jabaliya                 dʒɑbʌliʌ                 
jabar                    dʒʌbɑɹ                   
jabar's                  dʒʌbɑɹz                  
jabbar                   dʒʌbɑɹ                   
jabbed                   dʒæbd                    
jabbing                  dʒæbɪŋ                   
jabbour                  ʒʌbʊɹ                    
jaber                    dʒeɪbɹ̩                  
jablon                   dʒæblʌn                  
jablonowski              jʌblʌnɔfski              
jablonski                jʌblɑnski                
jablonsky                jʌblɑnski                
jabril                   dʒʌbɹil                  
jabril(1)                dʒʌbɹɪl                  
jabs                     dʒæbz                    
jac                      dʒæk                     
jacek                    dʒɑtʃɛk                  
jachim                   dʒækɪm                   
jacinda                  dʒʌsɪndʌ                 
jacinta                  dʒʌsɪntʌ                 
jacinth                  dʒæsɪnθ                  
jacintha                 dʒʌsɪnθʌ                 
jacinthe                 dʒæsɪnθ                  
jacinto                  dʒʌsɪntoʊ                
jack                     dʒæk                     
jack's                   dʒæks                    
jacka                    dʒækʌ                    
jackal                   dʒækʌl                   
jackass                  dʒækæs                   
jacked                   dʒækt                    
jackel                   dʒækʌl                   
jackelyn                 dʒækɪlɪn                 
jacket                   dʒækʌt                   
jacket(1)                dʒækɪt                   
jacketed                 dʒækʌtɪd                 
jackets                  dʒækɪts                  
jackett                  dʒækɪt                   
jackhammer               dʒækhæmɹ̩                
jackhammers              dʒækhæmɹ̩z               
jacki                    dʒæki                    
jacki's                  dʒækiz                   
jackie                   dʒæki                    
jackie's                 dʒækiz                   
jacking                  dʒækɪŋ                   
jackley                  dʒækli                   
jacklin                  dʒæklɪn                  
jacklyn                  dʒæklɪn                  
jackman                  dʒækmʌn                  
jacko                    dʒækoʊ                   
jackoby                  dʒækʌbi                  
jackovich                dʒækʌvɪtʃ                
jackowski                jʌskɔfski                
jackpot                  dʒækpɑt                  
jackpots                 dʒækpɑts                 
jackrabbit               dʒækɹæbʌt                
jacks                    dʒæks                    
jacksdeit                dʒæksdiʌt                
jackson                  dʒæksʌn                  
jackson's                dʒæksʌnz                 
jacksonian               dʒæksoʊniʌn              
jacksonians              dʒæksoʊniʌnz             
jacksons                 dʒæksʌnz                 
jacksonville             dʒæksʌnvɪl               
jacksonville's           dʒæksʌnvɪlz              
jacky                    dʒæki                    
jacky's                  dʒækiz                   
jaclyn                   dʒæklɪn                  
jaco                     jɑkoʊ                    
jacob                    dʒeɪkʌb                  
jacob's                  dʒeɪkʌbz                 
jacoba                   jɑkoʊbʌ                  
jacobe                   dʒækʌb                   
jacobean                 dʒækʌbiʌn                
jacober                  dʒeɪkʌbɹ̩                
jacobi                   jɑkoʊbi                  
jacobin                  dʒækʌbʌn                 
jacobin(1)               dʒækʌbɪn                 
jacobina                 jʌkʌbaɪnʌ                
jacobine                 dʒækʌbaɪn                
jacobite                 dʒækʌbaɪt                
jacobites                dʒækʌbaɪts               
jacobo                   jɑkoʊboʊ                 
jacoboski                dʒækoʊbɔski              
jacobowitz               jʌkɑbʌwɪts               
jacobs                   dʒeɪkʌbz                 
jacobs'                  dʒeɪkʌbz                 
jacobs's                 dʒeɪkʌbzɪz               
jacobsen                 dʒeɪkʌbsʌn               
jacobson                 dʒeɪkʌbsʌn               
jacobson's               dʒeɪkʌbsʌnz              
jacobus                  dʒʌkoʊbʌs                
jacoby                   dʒʌkoʊbi                 
jacome                   dʒʌkoʊm                  
jacor                    dʒeɪkɔɹ                  
jacot                    dʒækʌt                   
jacox                    dʒækɑks                  
jacque                   ʒeɪk                     
jacqueline               dʒækwʌlɪn                
jacqueline(1)            dʒæklɪn                  
jacqueline(2)            dʒækʌlɪn                 
jacquelyn                dʒækwɪlɪn                
jacques                  ʒɑk                      
jacques(1)               dʒæk                     
jacques'                 ʒɑks                     
jacques'(1)              dʒæks                    
jacquet                  dʒækɛt                   
jacquet(1)               dʒækeɪ                   
jacquetta                dʒɑkɛtʌ                  
jacquez                  jɑkwɛz                   
jacquie                  dʒækwi                   
jacquin                  dʒækwɪn                  
jacquot                  ʒʌkwoʊ                   
jacuzzi                  dʒʌkuzi                  
jade                     dʒeɪd                    
jaded                    dʒeɪdʌd                  
jaded(1)                 dʒeɪdɪd                  
jadeite                  dʒeɪdaɪt                 
jades                    dʒeɪdz                   
jadwin                   dʒædwɪn                  
jae                      dʒeɪ                     
jae's                    dʒeɪz                    
jaeckel                  jɛkʌl                    
jaegar                   dʒæɡɹ̩                   
jaeger                   dʒɛɡɹ̩                   
jaeger(1)                jæɡɹ̩                    
jaegers                  dʒɛɡɹ̩z                  
jaegers(1)               jæɡɹ̩z                   
jaekel                   jɛkʌl                    
jaenicke                 jɛnɪk                    
jafco                    dʒæfkoʊ                  
jafco's                  dʒæfkoʊz                 
jaffa                    dʒæfʌ                    
jaffar                   dʒʌfɑɹ                   
jaffe                    dʒæfi                    
jaffee                   dʒæfi                    
jaffey                   dʒæfi                    
jaffna                   dʒæfnʌ                   
jaffray                  dʒæfɹeɪ                  
jaffray's                dʒæfɹeɪz                 
jaffrey                  dʒæfɹi                   
jagdish                  dʒæɡdɪʃ                  
jager                    dʒeɪɡɹ̩                  
jagged                   dʒæɡd                    
jagger                   dʒæɡɹ̩                   
jagger's                 dʒæɡɹ̩z                  
jaggers                  dʒæɡɹ̩z                  
jagiello                 dʒɑdʒɛloʊ                
jagielski                jʌɡilski                 
jaglom                   jæɡlʌm                   
jaglom's                 jæɡlʌmz                  
jago                     jɑɡoʊ                    
jagoda                   dʒɑɡoʊdʌ                 
jagodzinski              jʌɡʌdʒɪnski              
jagow                    jɑɡoʊ                    
jags                     dʒæɡz                    
jagt                     dʒæt                     
jaguar                   dʒæɡwɑɹ                  
jaguar's                 dʒæɡwɑɹz                 
jaguars                  dʒæɡwɑɹz                 
jahanian                 dʒɑheɪniʌn               
jahn                     dʒæn                     
jahner                   dʒɑnɹ̩                   
jahnke                   dʒæŋk                    
jahns                    dʒɑnz                    
jahr                     dʒɑɹ                     
jai                      dʒaɪ                     
jai(1)                   haɪ                      
jail                     dʒeɪl                    
jail's                   dʒeɪlz                   
jailed                   dʒeɪld                   
jailer                   dʒeɪlɹ̩                  
jailers                  dʒeɪlɹ̩z                 
jailhouse                dʒeɪlhaʊs                
jailing                  dʒeɪlɪŋ                  
jails                    dʒeɪlz                   
jaime                    haɪmi                    
jaime's                  haɪmiz                   
jaimes                   haɪmiz                   
jaimie                   dʒeɪmi                   
jaimie(1)                haɪmi                    
jain                     dʒaɪn                    
jain(1)                  dʒeɪn                    
jainism                  dʒeɪnɪzʌm                
jaisigher                dʒeɪsʌɡɹ̩                
jakab                    dʒækʌb                   
jakarta                  dʒʌkɑɹtʌ                 
jakarta's                dʒʌkɑɹtʌz                
jake                     dʒeɪk                    
jake's                   dʒeɪks                   
jakel                    dʒækʌl                   
jakes                    dʒeɪks                   
jakeway                  dʒeɪkweɪ                 
jakie                    dʒæki                    
jakob                    dʒækʌb                   
jakobsen                 dʒækʌbsʌn                
jakubek                  jʌkubɛk                  
jakubiak                 jʌkʌbiæk                 
jakubik                  jʌkubɪk                  
jakubowicz               jʌkʌbʌvɪtʃ               
jakubowski               jʌkʌbɔfski               
jalalabad                dʒʌlælʌbæd               
jalapeno                 hælʌpinjoʊ               
jalapenos                hælʌpinjoʊz              
jalbert                  dʒælbɹ̩t                 
jalopy                   dʒʌlɑpi                  
jam                      dʒæm                     
jam's                    dʒæmz                    
jama                     dʒæmʌ                    
jamaica                  dʒʌmeɪkʌ                 
jamaica's                dʒʌmeɪkʌz                
jamaican                 dʒʌmeɪkʌn                
jamaicans                dʒʌmeɪkʌnz               
jamail                   dʒʌmeɪl                  
jamal                    dʒʌmɑl                   
jamal's                  dʒʌmɑlz                  
jamar                    jɑmɑɹ                    
jamb                     dʒæm                     
jambor                   jɑmbɔɹ                   
jamerson                 dʒæmɹ̩sʌn                
jamerson's               dʒæmɹ̩sʌnz               
james                    dʒeɪmz                   
james'                   dʒeɪmz                   
james's                  dʒeɪmzɪz                 
jameson                  dʒeɪmsʌn                 
jamestown                dʒeɪmztaʊn               
jamesway                 dʒeɪmzweɪ                
jami                     dʒeɪmi                   
jamie                    dʒeɪmi                   
jamie's                  dʒeɪmiz                  
jamieson                 dʒeɪmɪsʌn                
jamila                   dʒʌmɪlʌ                  
jamison                  dʒeɪmɪsʌn                
jammed                   dʒæmd                    
jammer                   dʒæmɹ̩                   
jammers                  dʒæmɹ̩z                  
jamming                  dʒæmɪŋ                   
jammu                    dʒʌmu                    
jammu's                  dʒʌmuz                   
jamrog                   dʒæmɹʌɡ                  
jamroz                   jɑmɹoʊz                  
jams                     dʒæmz                    
jamshedpur               dʒæmʃɛdpɹ̩               
jamu                     dʒæmu                    
jan                      dʒæn                     
jan's                    dʒænz                    
jan.                     dʒæn                     
jan.(1)                  dʒænjuɛɹi                
jana                     dʒænʌ                    
janacek                  jænʌtʃɛk                 
janachowski              dʒænʌtʃaʊski             
janak                    jænʌk                    
janardhan                dʒʌnɑɹdʌn                
janas                    dʒænʌz                   
janata                   dʒʌnɑtʌ                  
janca                    dʒæŋkʌ                   
janco                    dʒæŋkoʊ                  
janczak                  jæntʃæk                  
janda                    dʒændʌ                   
jandreau                 ʒʌndɹoʊ                  
jandt                    dʒænt                    
jane                     dʒeɪn                    
jane's                   dʒeɪnz                   
janeane                  dʒeɪnæn                  
janecek                  jænɪtʃɛk                 
janeczko                 jʌnɛtʃkoʊ                
janeiro                  dʒʌnɛɹoʊ                 
janeiro(1)               ʒʌnɛɹoʊ                  
janek                    jænɛk                    
janel                    dʒænʌl                   
janella                  dʒʌnɛlʌ                  
janelle                  ʒʌnɛl                    
janes                    dʒeɪnz                   
janesville               dʒeɪnzvɪl                
janet                    dʒænʌt                   
janet(1)                 dʒænɪt                   
janet's                  dʒænʌts                  
janet's(1)               dʒænɪts                  
janette                  dʒʌnɛt                   
janeway                  dʒeɪnweɪ                 
janey                    dʒeɪni                   
jang                     dʒæŋ                     
jangle                   dʒæŋɡʌl                  
jangled                  dʒæŋɡʌld                 
jani                     jɑni                     
janiak                   jæniæk                   
janice                   dʒænʌs                   
janice(1)                dʒænɪs                   
janicek                  jænɪtʃɛk                 
janick                   dʒænɪk                   
janicke                  dʒænɪk                   
janicki                  dʒʌnɪki                  
janie                    dʒeɪni                   
janiero                  dʒʌnɛɹoʊ                 
janiero(1)               dʒʌnjɛɹoʊ                
janiga                   dʒænɪɡʌ                  
janii                    dʒʌni                    
janik                    jænɪk                    
janikowski               jʌnɪkɔfski               
janina                   dʒʌninʌ                  
janine                   dʒʌnin                   
janis                    dʒænɪs                   
janisch                  dʒænɪʃ                   
janish                   jænɪʃ                    
janiszewski              jʌnɪʃɛfski               
janitor                  dʒænʌtɹ̩                 
janitorial               dʒænɪtɔɹiʌl              
janitors                 dʒænʌtɹ̩z                
jank                     dʒæŋk                    
janka                    dʒæŋkʌ                   
janke                    dʒæŋk                    
jankiewicz               jænkʌvɪtʃ                
janklow                  dʒæŋkloʊ                 
janko                    dʒæŋkoʊ                  
jankovic                 dʒæŋkʌvɪk                
jankovich                dʒæŋkʌvɪtʃ               
jankowiak                jʌŋkaʊiæk                
jankowski                jʌŋkɔfski                
jann                     dʒæn                     
janna                    dʒænʌ                    
janney                   dʒæni                    
janning                  dʒænɪŋ                   
jannock                  dʒænʌk                   
jannotta                 dʒʌnɑtʌ                  
janoff                   dʒænɔf                   
janofsky                 dʒʌnɔfski                
janos                    dʒænoʊs                  
janosik                  jʌnoʊsɪk                 
janoski                  jʌnaʊski                 
janosko                  jʌnoʊskoʊ                
janosky                  jʌnoʊski                 
janota                   jʌnoʊtʌ                  
janousek                 jʌnusɛk                  
janovsky                 dʒʌnɑvski                
janow                    jænoʊ                    
janowiak                 jʌnaʊiæk                 
janowicz                 jænʌvɪtʃ                 
janowitz                 jænʌwɪts                 
janowski                 jʌnɔfski                 
jans                     dʒænz                    
jansa                    dʒænsʌ                   
jansen                   dʒænsʌn                  
jansenism                dʒænsɪnɪzʌm              
jansenist                dʒænsʌnɪst               
jansenists               dʒænsʌnɪsts              
jansky                   jænski                   
jansma                   jænsmʌ                   
janson                   dʒænsʌn                  
janssen                  dʒænsʌn                  
janssens                 dʒænsʌnz                 
jansson                  dʒænsʌn                  
janthina                 jɑnθinʌ                  
jantz                    dʒænts                   
jantzen                  dʒæntzʌn                 
january                  dʒænjuɛɹi                
january's                dʒænjuɛɹiz               
janus                    dʒeɪnʌs                  
janusz                   jɑnʊʃ                    
januszewski              jʌnʌʃɛfski               
janvier                  dʒænviɹ̩                 
janvrin                  dʒænvɹɪn                 
janz                     dʒænz                    
janzen                   dʒænzʌn                  
jap                      dʒæp                     
japan                    dʒʌpæn                   
japan's                  dʒʌpænz                  
japanese                 dʒæpʌniz                 
japanimation             dʒʌpænɪmeɪʃʌn            
japans                   dʒʌpænz                  
japonica                 dʒʌpɑnʌkʌ                
japonica(1)              dʒʌpɑnɪkʌ                
japs                     dʒæps                    
jaqua                    jækwʌ                    
jaquay                   ʒʌkeɪ                    
jaques                   dʒæks                    
jaquess                  jɑkwɪs                   
jaquez                   jɑkwɛz                   
jaquish                  dʒækwɪʃ                  
jaquith                  dʒækwɪθ                  
jar                      dʒɑɹ                     
jara                     dʒɑɹʌ                    
jaramillo                dʒæɹʌmɪloʊ               
jarara                   dʒʌɹɑɹʌ                  
jarash                   dʒɑɹʌʃ                   
jarboe                   dʒɑɹboʊ                  
jarchow                  dʒɑɹtʃaʊ                 
jardin                   dʒɑɹdɪn                  
jardine                  dʒɑɹdaɪn                 
jardine's                dʒɑɹdaɪnz                
jarecki                  jɹ̩ɛtski                 
jared                    dʒɛɹɪd                   
jarema                   jɹ̩imʌ                   
jares                    ʒɛɹz                     
jargon                   dʒɑɹɡʌn                  
jarislowsky              dʒɛɹɪslaʊski             
jarman                   dʒɑɹmʌn                  
jarmin                   dʒɑɹmʌn                  
jarmin's                 dʒɑɹmʌnz                 
jarmon                   jɑɹmɔn                   
jarnagin                 dʒɑɹnʌdʒɪn               
jarnigan                 dʒɑɹnɪɡæn                
jaromir                  dʒæɹʌmɪɹ                 
jaromir(1)               jɑɹʌmɪɹ                  
jaros                    jɑɹoʊz                   
jarosz                   jɑɹʌʃ                    
jaroszewski              jɹ̩ʌʃɛfski               
jaroszynski              dʒɛɹʌzɪnski              
jarrard                  ʒɹ̩ɑɹd                   
jarratt                  dʒæɹʌt                   
jarreau                  ʒɹ̩oʊ                    
jarred                   dʒɑɹd                    
jarrell                  jɑɹeɪl                   
jarrells                 dʒæɹʌlz                  
jarrett                  dʒɛɹʌt                   
jarriel                  ʒɹ̩il                    
jarriel's                ʒɹ̩ilz                   
jarring                  dʒɑɹɪŋ                   
jarrod                   dʒæɹʌ                    
jarryd                   dʒæɹɪd                   
jars                     dʒɑɹz                    
jaruzelski               dʒɛɹʌzɛlski              
jaruzelski(1)            jæɹʌzɛlski               
jarvi                    dʒɑɹvi                   
jarvia                   dʒɑɹviʌ                  
jarvie                   dʒɑɹvi                   
jarvik                   dʒɑɹvɪk                  
jarvinen                 dʒɑɹvɪnʌn                
jarvis                   dʒɑɹvʌs                  
jarvis(1)                dʒɑɹvɪs                  
jarvis's                 dʒɑɹvɪsɪz                
jaryl                    dʒæɹʌl                   
jarzombek                jɹ̩zɑmbɛk                
jas                      dʒæs                     
jasek                    jɑsɛk                    
jasinowski               dʒæsɪnaʊski              
